False,28,132,-1008,80

False,32,132,-1028,80
False,28,132,-1020,80
False,28,132,-1020,80
False,28,128,-1008,81
False,32,132,-1028,80
False,32,128,-1020,81
False,4,156,-1024,81
False,32,128,-1012,82
False,24,128,-1012,82
False,28,140,-1016,81
False,32,140,-1020,81
False,28,128,-1020,81
False,28,136,-1020,81
False,24,132,-1020,82

False,32,132,-1016,81
False,36,128,-1012,81
False,32,128,-1012,80
False,28,140,-1012,82
False,96,100,-940,82
False,60,88,-1000,81
False,16,136,-1024,82

False,24,296,-1296,82
False,-200,320,-964,83
False,-272,332,-832,82
False,-280,-28,-648,94
False,124,8,-640,93
False,-600,-628,-2028,89
False,-96,-48,-892,99
False,192,-316,-984,101
False,276,-200,-1600,113
False,-152,-140,-1124,113
False,128,8,-876,113
False,-48,-120,-920,113
False,-16,-64,-708,116
False,-312,724,-1232,107
False,-232,152,-1060,118
False,-268,196,-704,144
False,-120,-24,-988,133
False,-244,56,-984,131
False,-336,40,-1000,130
False,-228,44,-1004,129
True,44,-12,-1560,126
True,68,-136,-1572,130
True,12,272,232,216
True,-540,240,736,64
True,-156,400,2040,61
True,384,568,1108,74
True,1524,620,-384,90
True,-408,580,296,283
True,-1636,420,-36,115
True,-1052,192,-972,125

True,-868,180,-972,125
True,-272,172,-1140,128
True,-832,632,260,318
True,-1064,532,916,73
True,292,300,1404,79
True,1156,308,1156,82
True,1124,532,424,96
True,-308,264,516,275
True,-2040,856,-1636,129
True,-856,56,-1004,135
False,-140,244,416,228
False,260,68,-844,129
False,952,188,-592,148

False,228,132,-580,129
False,-172,460,-1984,120
False,56,180,-1052,117
False,120,200,-1008,118
False,28,236,-1092,119
False,136,236,-1056,117
False,192,264,-1008,119
False,196,188,-940,119
False,-536,100,-728,131

False,648,-272,-1120,156
False,-32,28,-544,132
False,412,-356,-548,33
True,-676,696,-180,235
True,-132,-212,2040,103
True,1320,-80,1200,98

True,1644,-68,1496,75
True,-520,168,72,329
True,-1568,696,-1328,107
True,-876,348,-852,179
False,-252,228,-568,157
False,144,84,-1184,154
False,52,52,-996,142
False,108,28,-1008,146
False,124,-72,-1004,148
False,332,-88,-1164,148
False,128,4,-900,146
False,0,-48,-784,148
False,-104,8,-1036,137
False,-116,52,-1084,134
False,-64,0,-1056,135

False,-84,8,-1024,135

False,76,-68,-1340,133
False,224,-328,-1396,140
True,376,232,-252,109
True,-1048,284,912,256
True,240,380,1972,89

True,344,220,1120,95
True,984,280,32,96

True,-728,532,696,301
True,-1444,368,-1300,123
True,-708,212,-1028,181
False,-408,96,-660,160
False,-72,-4,-852,153
False,-164,36,-1036,148
False,-28,-60,-924,140
False,-76,180,-1756,131
False,-44,8,-1112,130
False,-84,40,-1104,129
False,-80,40,-1048,129
False,-8,8,-1016,128
False,-12,40,-1072,131
False,-48,0,-1352,136
False,8,-60,-1292,142
True,364,-144,-500,135
True,-496,112,-628,200
True,-304,320,1572,97
True,44,312,1224,91
True,1024,168,904,90
True,828,208,772,188
True,-988,368,-140,53
True,-308,-232,-192,169

True,-572,236,-652,148
True,-352,224,-1100,139
False,-316,356,-1304,138
False,20,128,-1008,133
False,152,20,-1188,132
False,-24,84,-984,136
False,-12,-40,-644,141
False,-72,8,-1144,144
False,-152,120,-1112,129
False,-100,128,-1032,126
False,-88,88,-1032,128
False,-52,80,-1596,130
False,-244,136,-708,145

True,1404,-192,-36,112
True,-1464,352,-880,236
True,-204,308,1544,84
True,116,292,1384,82
True,1400,380,392,99
True,516,300,1984,262
True,-1164,344,-1388,121
True,-644,200,-1264,143
True,-444,216,-660,145
False,224,-116,-816,133
False,304,52,-1056,142
False,-208,-28,-948,153
False,184,544,-1164,139
False,684,436,-676,137
False,68,60,-1084,127
False,36,176,-964,125
False,204,-396,-1028,129
False,8,-220,-1328,132
False,16,212,-620,135
True,848,196,-692,117
True,-956,24,1564,56
True,-160,16,1464,78
True,1756,76,652,77
True,40,152,312,271
True,-636,100,-412,118
True,-852,448,-1304,139
True,-408,196,-920,139
True,-380,248,-816,143
True,-376,188,-984,143
False,-24,164,-1148,138
False,-232,244,-992,140
False,104,208,-1076,136
False,36,184,-956,134
False,80,204,-1272,129
False,44,288,-1616,143
False,260,48,-1136,135
False,324,-80,-344,118

False,-484,428,-36,254
True,32,92,2040,89
True,384,260,1096,90
True,1020,156,-36,94
True,256,296,308,212

True,-748,180,-396,123
True,-1080,432,-1396,141
True,-476,124,-888,141
False,-56,164,-1004,133
False,60,20,-964,129
False,-180,152,-976,133
False,12,-60,-964,129
False,-180,36,-1016,133
False,-128,20,-1088,133
False,-136,28,-1040,135
False,-84,8,-1076,137
False,-72,-16,-1108,139

False,-212,-16,-1528,144
True,28,12,-28,138
True,20,-140,-416,197
True,-268,156,1776,63
True,260,156,856,68
True,1024,272,484,80
True,760,52,676,106
True,-1344,368,-1076,136
True,-812,264,-1132,161
False,-328,144,-984,162
False,-120,20,-936,150
False,-28,-180,-844,135
False,-212,-84,-1148,140
False,-168,-80,-1036,135
False,-24,-116,-1052,129
False,-68,-48,-1076,129
False,28,-120,-972,131
False,-24,-52,-1064,133
False,-44,-88,-1332,135

False,-124,20,-1664,131
True,760,-200,-356,126
True,-912,140,-1108,242
True,-60,132,2040,61
True,1344,264,1056,67
True,932,104,452,79
True,-392,252,-380,92
True,-724,84,-956,124
True,-676,212,-960,133
False,-96,68,-996,129
False,-92,100,-964,127
False,-40,100,-1056,127
False,-76,116,-1140,127
False,-60,96,-1064,127
False,-44,116,-1104,131
False,140,28,-1020,130
False,-148,132,-1172,129
True,1264,-4,-744,123

True,-688,148,984,344
True,308,112,1960,72
True,208,256,1024,81

True,976,248,92,86
True,592,392,-528,44
True,-368,-316,-1220,106
True,-752,164,-1248,135
True,-272,68,-888,140
False,-348,200,-1224,141
False,-208,72,-1140,144
False,-208,68,-1128,144
False,-184,68,-1068,150
False,-160,84,-1112,153
False,-72,40,-1524,147
False,-20,-32,-796,136
True,920,-172,-404,116
True,-556,4,1880,59

True,100,252,1156,81
True,992,272,1120,78
True,1608,328,104,101
True,-468,348,-244,49
True,-472,-108,-116,142
True,-588,-12,-864,115
True,-752,140,-1056,137
False,-196,48,-776,135
False,-368,168,-992,132
False,-272,76,-976,133
False,-280,72,-1028,135
False,-284,80,-996,135
False,-248,76,-976,136
False,-248,72,-992,135
False,-240,80,-964,138
False,-228,52,-1000,138
False,-240,72,-1024,136
False,-232,64,-988,136
False,112,-32,-652,136
False,268,200,-836,141
False,720,436,644,46

False,-372,448,-1508,175
False,-32,2040,-1092,108
False,-44,328,-1012,106
False,260,348,-892,107
False,280,488,-784,96
False,104,428,-888,93
False,252,252,-912,99
False,160,440,-976,85
False,424,436,-1168,92
False,428,-4,-776,106
False,196,28,-1048,123
False,-20,-12,-956,129
False,148,-64,-1324,137
True,244,140,-408,132
True,84,536,-2040,112
True,-200,-4,1620,59
True,40,-20,892,67

True,832,-8,416,103
True,-60,76,-112,64
True,-820,308,-1244,106
True,-512,168,-1224,120
False,32,72,-864,132
False,132,124,-996,133
False,132,96,-1044,133
False,108,100,-1008,132

False,72,104,-1000,134
False,120,100,-1024,133
False,140,100,-1040,131
False,104,96,-996,133
False,124,76,-1004,131
False,136,80,-1004,131
False,132,104,-1000,131
False,116,96,-1024,131
False,120,80,-1016,131
False,120,108,-1040,131
False,120,100,-1036,131
False,120,92,-1032,131
False,180,124,-1144,130
False,348,180,-1288,132
True,1016,268,-1144,125

True,-1012,56,284,316
True,-712,-52,1164,61
True,-80,8,728,73
True,1424,188,260,91
True,-516,416,-432,71
True,-692,324,-924,112
True,-588,252,-944,131
False,-208,276,-24,119
False,12,104,-1204,158
False,-56,208,-1184,164
False,20,164,-1116,172
False,40,156,-1048,173
False,68,148,-996,173
False,44,140,-1008,175
False,28,144,-1064,175

False,208,140,-1280,173
False,284,172,-1492,171
True,352,152,-644,123
True,196,-152,-396,154
True,-376,-268,1544,44
True,148,-88,1252,61
True,1108,364,888,58
True,976,128,364,143
True,128,-188,-312,91
True,-916,192,-1220,144
True,-568,136,-1080,174
True,-512,176,-972,178
False,-268,-92,-688,177
False,-324,80,-936,178
False,-292,64,-952,181
False,-308,88,-1048,185
False,-268,92,-1008,187
False,-232,124,-1228,184
False,-344,200,-1716,167
True,640,252,-864,126
True,-1464,-192,544,304
True,-112,-244,2040,71
True,456,-124,1004,69
True,1948,256,856,82
True,-764,308,-412,359
True,-1044,232,-832,137
True,-560,96,-1152,167
False,-464,156,-956,173
False,-288,120,-960,177
False,-300,100,-996,185
False,-276,104,-984,184
False,-268,108,-1032,183
False,-236,164,-1204,181
False,-348,236,-1476,173
True,576,124,-1132,125
True,-256,-192,-1764,225
True,-980,4,1528,32
True,-8,32,1200,46
True,1460,176,1060,44
True,1760,612,892,137
True,-1776,220,-128,157

True,-772,260,-1732,135
False,-232,12,-1348,162
False,-368,96,-1004,167
