False,-348,88,-976,168
False,-316,104,-964,169
False,-204,28,-1112,172
False,-272,108,-1576,169
True,236,208,-816,128
True,-116,320,-2032,177
True,-1132,-60,1508,21
True,-72,28,1032,49
True,1108,248,1176,52
True,1736,444,272,124
True,-632,-200,-44,162
True,-740,264,-1668,110
False,-368,-20,-1396,132
False,-288,152,-1108,142
False,-168,80,-1040,141
False,-212,152,-1292,140
False,204,-328,948,310

True,1604,244,-380,150
True,-964,-216,1048,14
True,-88,-256,1340,46
True,84,-16,1244,43
True,1088,340,1052,50
True,608,72,628,265

True,-308,-24,-440,108
True,-824,312,-1416,148
False,-376,100,-860,166
False,-372,176,-976,153
False,-252,88,-1088,152
False,-196,72,-1072,155
False,-244,76,-988,153
False,-176,84,-1052,153
False,-176,64,-1064,147
False,-360,80,-1136,132
True,1328,504,-456,135
True,-716,-224,-784,207
True,-304,-80,908,20
True,-48,-124,988,32
True,1076,384,888,92
True,1068,676,1348,140
True,-1452,492,-404,56
True,-532,-8,-1456,131
False,-148,104,-1188,185

False,-308,148,-948,179
False,-216,148,-1020,178
False,-420,184,-1000,172
False,-312,200,-1232,165
False,44,248,-1104,129
True,760,84,-136,125
True,-644,-16,1244,10
True,-132,108,1548,39
True,536,156,932,61
True,1180,240,-96,107
True,-64,560,400,262
True,-912,68,-928,109
False,-508,-4,-1108,131
False,-416,44,-1036,142
False,-332,64,-980,143
False,-304,52,-1044,141
False,-292,24,-1136,141
False,-276,68,-552,132
True,1396,168,-132,127
True,-652,-292,1256,30
True,80,-136,1460,56
True,-40,144,996,53
True,852,108,724,62
True,1216,24,528,291
True,-1404,124,-772,125
False,-776,312,-1108,159
False,-296,108,-1028,184
False,-316,132,-988,182
False,-296,84,-1108,160
False,-144,120,-1148,139
False,252,104,-1072,125
False,1272,204,-384,120
True,-668,-160,1412,31
True,-424,-132,1008,46
True,676,0,772,62
True,796,524,696,80
True,-340,72,220,302
True,-1008,296,-1396,130
False,-560,192,-796,153
False,-316,84,-920,167
False,-332,140,-1048,171
False,-272,84,-1164,168
False,-380,128,-1380,151
False,-272,148,-1252,130
True,1404,392,-920,123
True,-1056,-96,1480,50
True,-492,-288,1172,55
True,-268,-88,976,51
True,1008,152,540,70

True,220,-72,932,291

True,-1260,740,-1612,135
False,-244,544,-1240,164
False,96,844,-1328,168

False,300,136,-776,161
False,-60,692,-948,90
False,340,604,-320,88
False,-28,208,0,268
False,8,728,-732,9
False,20,720,-724,8
False,16,732,-728,10
False,12,732,-736,9
False,28,724,-728,10
False,20,724,-724,10
False,-4,744,-720,9
False,28,732,-736,10

False,28,728,-732,9
False,28,736,-736,11
False,20,728,-740,10
False,24,732,-744,9
False,60,740,-740,13
False,32,724,-732,10
False,32,724,-732,12
False,20,736,-736,9
False,28,716,-732,9
False,24,724,-724,8
False,40,716,-736,11
